loss,val_loss,learning_rate
1.1273858547210693,1.2178466320037842,0.0010000000474974513
0.983773946762085,1.1743799448013306,0.0010000000474974513
0.8572381138801575,1.1951470375061035,0.0010000000474974513
0.7357692122459412,1.555582046508789,0.0010000000474974513
0.6590198278427124,1.8603143692016602,0.0010000000474974513
0.6117280125617981,1.8830431699752808,0.0010000000474974513
0.5763905644416809,1.989666223526001,0.0010000000474974513
0.5475345253944397,2.0966439247131348,0.0005000000237487257
0.5339522361755371,2.166562080383301,0.0005000000237487257
0.5211918354034424,2.2488346099853516,0.0005000000237487257
0.5120641589164734,2.3467094898223877,0.0005000000237487257
0.49725452065467834,2.445341110229492,0.0005000000237487257
